No.;;;;;Load;Member Load Parameters;;;;;;;;;;;;;;;;;;
;Assigned to Members No.;Load Type;Load Distribution;Coordinate System;Direction;p [kN/m];;;;;;;;;;;;;;;;;Options;Comment
143;171;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
144;172;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
145;173;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
146;182;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
147;183;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
148;184;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
149;185;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
150;187;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
151;194;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
152;195;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
153;196;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
154;197;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
155;198;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
156;199;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
157;208;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
158;209;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
159;210;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
160;211;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
161;213;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
162;220;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
163;221;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
164;222;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
165;223;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
166;224;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
167;225;Force;Varying;4 - 3 Points | Load Wizard | Wind Load No. 1 | 20.000, 0.000, -4.000 m | 19.629, 0.928, -4.037 m | 19.900, 0.000, -3.005 m;W_L;;;;;;;;;;;;;;;;;;;
168;53;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
169;54;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
170;55;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
171;56;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
172;57;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
173;87;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
174;88;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
175;99;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
176;100;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
177;119;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
178;120;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
179;127;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
180;134;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
181;140;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
182;141;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
183;153;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
184;160;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
185;166;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
186;167;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
187;179;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
188;186;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
189;192;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
190;193;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
191;205;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
192;212;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
193;218;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
194;219;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
